,unique_key,created_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,address_type,city,facility_type,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,:@computed_region_efsh_h5xi,:@computed_region_f5dn_yrer,:@computed_region_yeji_bk3q,:@computed_region_92fq_4b7q,:@computed_region_sbqj_enih,intersection_street_1,intersection_street_2,landmark,closed_date,taxi_pick_up_location,due_date,bridge_highway_name,road_ramp,bridge_highway_segment,bridge_highway_direction
523,57102129,2023-03-21T23:07:15.000,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,Store/Commercial,11361.0,BELL BOULEVARD,BELL BOULEVARD,40 AVENUE,BELL BOULEVARD,INTERSECTION,,,In Progress,,2023-03-22T02:21:43.000,11 QUEENS,,QUEENS,1047595.0,217802.0,MOBILE,Unspecified,QUEENS,40.76426566610473,-73.77132860459679,"{'latitude': '40.76426566610473', 'longitude': '-73.77132860459679', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14196.0,26.0,3.0,20.0,69.0,40 AVENUE,BELL BOULEVARD,,,,,,,,
524,57104580,2023-03-21T23:07:06.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11226.0,271 MARTENSE STREET,MARTENSE STREET,ROGERS AVENUE,NOSTRAND AVENUE,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-03-22T01:38:01.000,17 BROOKLYN,3050880051.0,BROOKLYN,998043.0,176702.0,PHONE,Unspecified,BROOKLYN,40.65167210184543,-73.95029223813523,"{'latitude': '40.65167210184543', 'longitude': '-73.95029223813523', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13510.0,61.0,2.0,11.0,40.0,ROGERS AVENUE,NOSTRAND AVENUE,MARTENSE STREET,2023-03-22T01:37:52.000,,,,,,
525,57098928,2023-03-21T23:07:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11221.0,,,,,INTERSECTION,BROOKLYN,N/A,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-03-22T00:20:00.000,03 BROOKLYN,,BROOKLYN,1005334.0,190407.0,UNKNOWN,Unspecified,BROOKLYN,40.68927488957983,-73.92397378688614,"{'latitude': '40.68927488957983', 'longitude': '-73.92397378688614', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",18181.0,69.0,2.0,17.0,52.0,RALPH AVENUE,GATES AVENUE,,2023-03-22T00:20:00.000,,,,,,
526,57106087,2023-03-21T23:06:51.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10455.0,551 WALES AVENUE,WALES AVENUE,EAST  149 STREET,EAST  150 STREET,ADDRESS,BRONX,,In Progress,,2023-03-22T02:28:03.000,01 BRONX,2026410036.0,BRONX,1009946.0,235523.0,MOBILE,Unspecified,BRONX,40.81309462311993,-73.90717111629482,"{'latitude': '40.81309462311993', 'longitude': '-73.90717111629482', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10933.0,49.0,5.0,35.0,23.0,EAST  149 STREET,EAST  150 STREET,WALES AVENUE,,,,,,,
527,57105270,2023-03-21T23:06:20.000,DOHMH,Department of Health and Mental Hygiene,Mobile Food Vendor,Food Source/Protection,Mobile Food Vendor,10001.0,523 WEST   33 STREET,WEST   33 STREET,10 AVENUE,HUDSON BOULEVARD EAST,ADDRESS,NEW YORK,,In Progress,,,04 MANHATTAN,1007050039.0,MANHATTAN,984068.0,214110.0,ONLINE,Unspecified,MANHATTAN,40.75435900679221,-74.00065690989413,"{'latitude': '40.75435900679221', 'longitude': '-74.00065690989413', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11722.0,12.0,4.0,10.0,6.0,10 AVENUE,HUDSON BOULEVARD EAST,WEST   33 STREET,,,,,,,
528,57107116,2023-03-21T23:06:19.000,NYPD,New York City Police Department,Noise - Vehicle,Engine Idling,Street/Sidewalk,10463.0,660 WEST  237 STREET,WEST  237 STREET,INDEPENDENCE AVENUE,HUDSON MANOR TERRACE,ADDRESS,BRONX,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-03-21T23:29:07.000,08 BRONX,2059180376.0,BRONX,1008171.0,262935.0,MOBILE,Unspecified,BRONX,40.88833738566947,-73.91348563954683,"{'latitude': '40.88833738566947', 'longitude': '-73.91348563954683', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11272.0,48.0,5.0,40.0,33.0,INDEPENDENCE AVENUE,HUDSON MANOR TERRACE,WEST  237 STREET,2023-03-21T23:29:00.000,,,,,,
529,57105732,2023-03-21T23:06:03.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11208.0,408 ETNA STREET,ETNA STREET,NICHOLS AVENUE,GRANT AVENUE,ADDRESS,BROOKLYN,,In Progress,,2023-03-22T02:04:25.000,05 BROOKLYN,3041220026.0,BROOKLYN,1020601.0,189961.0,PHONE,Unspecified,BROOKLYN,40.68800118681843,-73.86892540471369,"{'latitude': '40.68800118681843', 'longitude': '-73.86892540471369', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17215.0,45.0,2.0,37.0,47.0,NICHOLS AVENUE,GRANT AVENUE,ETNA STREET,,,,,,,
530,57099867,2023-03-21T23:05:54.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11385.0,64-46 CATALPA AVENUE,CATALPA AVENUE,64 PLACE,65 STREET,ADDRESS,RIDGEWOOD,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-03-22T00:06:03.000,05 QUEENS,4036350010.0,QUEENS,1013997.0,196032.0,MOBILE,Unspecified,QUEENS,40.70468931783325,-73.89271129864748,"{'latitude': '40.70468931783325', 'longitude': '-73.89271129864748', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",15310.0,54.0,3.0,34.0,62.0,64 PLACE,65 STREET,CATALPA AVENUE,2023-03-22T00:05:59.000,,,,,,
531,57102545,2023-03-21T23:05:48.000,NYPD,New York City Police Department,Noise - Vehicle,Engine Idling,Street/Sidewalk,10019.0,WEST   52 STREET,WEST   52 STREET,7 AVENUE,WEST   52 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-03-21T23:11:39.000,05 MANHATTAN,,MANHATTAN,989139.0,217019.0,MOBILE,Unspecified,MANHATTAN,40.76234211822177,-73.98235155256397,"{'latitude': '40.76234211822177', 'longitude': '-73.98235155256397', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12081.0,11.0,4.0,51.0,10.0,7 AVENUE,WEST   52 STREET,,2023-03-21T23:11:33.000,,,,,,
532,57106366,2023-03-21T23:05:22.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11368.0,50-00 102 STREET,102 STREET,ALSTYNE AVENUE,CHRISTIE AVENUE,ADDRESS,CORONA,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-03-22T00:24:22.000,04 QUEENS,,QUEENS,1022643.0,210141.0,ONLINE,Unspecified,QUEENS,40.743381764173066,-73.86144727142691,"{'latitude': '40.743381764173066', 'longitude': '-73.86144727142691', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14510.0,66.0,3.0,21.0,68.0,ALSTYNE AVENUE,CHRISTIE AVENUE,102 STREET,2023-03-22T00:24:11.000,,,,,,
533,57104014,2023-03-21T23:05:09.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11237.0,175 STOCKHOLM STREET,STOCKHOLM STREET,WILSON AVENUE,KNICKERBOCKER AVENUE,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-03-21T23:22:12.000,04 BROOKLYN,3032460043.0,BROOKLYN,1005733.0,194235.0,ONLINE,Unspecified,BROOKLYN,40.699780898797506,-73.92252283596255,"{'latitude': '40.699780898797506', 'longitude': '-73.92252283596255', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13828.0,42.0,2.0,37.0,53.0,WILSON AVENUE,KNICKERBOCKER AVENUE,STOCKHOLM STREET,2023-03-21T23:22:06.000,,,,,,
534,57103559,2023-03-21T23:05:07.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10468.0,2856 WEBB AVENUE,WEBB AVENUE,,,ADDRESS,BRONX,,Open,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-03-21T00:00:00.000,08 BRONX,2032500071.0,BRONX,1011734.0,257483.0,ONLINE,Unspecified,BRONX,40.87336297316026,-73.90062182502744,"{'latitude': '40.87336297316026', 'longitude': '-73.90062182502744', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11606.0,48.0,5.0,29.0,33.0,,,,,,,,,,
535,57099590,2023-03-21T23:05:06.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10459.0,920 INTERVALE AVENUE,INTERVALE AVENUE,,,ADDRESS,BRONX,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-03-21T00:00:00.000,02 BRONX,2027030001.0,BRONX,1012893.0,237935.0,ONLINE,Unspecified,BRONX,40.819705819079374,-73.89651455522916,"{'latitude': '40.819705819079374', 'longitude': '-73.89651455522916', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10937.0,8.0,5.0,43.0,24.0,,,,,,,,,,
536,57108067,2023-03-21T23:05:05.000,HPD,Department of Housing Preservation and Development,ELEVATOR,MAINTENANCE,RESIDENTIAL BUILDING,10459.0,920 INTERVALE AVENUE,INTERVALE AVENUE,,,ADDRESS,BRONX,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-03-21T00:00:00.000,02 BRONX,2027030001.0,BRONX,1012893.0,237935.0,ONLINE,Unspecified,BRONX,40.819705819079374,-73.89651455522916,"{'latitude': '40.819705819079374', 'longitude': '-73.89651455522916', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10937.0,8.0,5.0,43.0,24.0,,,,,,,,,,
537,57104189,2023-03-21T23:05:03.000,NYPD,New York City Police Department,Noise - Commercial,Car/Truck Horn,Store/Commercial,10003.0,211 EAST   18 STREET,EAST   18 STREET,3 AVENUE,2 AVENUE,ADDRESS,NEW YORK,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-03-21T23:07:29.000,06 MANHATTAN,1008990008.0,MANHATTAN,988446.0,207271.0,ONLINE,Unspecified,MANHATTAN,40.735586670573056,-73.98485924525741,"{'latitude': '40.735586670573056', 'longitude': '-73.98485924525741', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11724.0,71.0,4.0,50.0,7.0,3 AVENUE,2 AVENUE,EAST   18 STREET,2023-03-21T23:07:24.000,,,,,,
538,57106365,2023-03-21T23:04:27.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10009.0,111 EAST    2 STREET,EAST    2 STREET,1 AVENUE,AVENUE A,ADDRESS,NEW YORK,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-03-22T01:54:25.000,03 MANHATTAN,1004290018.0,MANHATTAN,987838.0,202879.0,ONLINE,Unspecified,MANHATTAN,40.72353197187495,-73.98705548105006,"{'latitude': '40.72353197187495', 'longitude': '-73.98705548105006', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11729.0,70.0,4.0,50.0,5.0,1 AVENUE,AVENUE A,EAST    2 STREET,2023-03-22T01:54:20.000,,,,,,
539,57100891,2023-03-21T23:04:22.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11379.0,57-35 80 STREET,80 STREET,QUEENS MIDTOWN EXPRESSWAY,58 AVENUE,ADDRESS,MIDDLE VILLAGE,,In Progress,,,05 QUEENS,4029180065.0,QUEENS,1017137.0,204420.0,PHONE,Unspecified,QUEENS,40.72770123469282,-73.88134527388218,"{'latitude': '40.72770123469282', 'longitude': '-73.88134527388218', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",15309.0,54.0,3.0,34.0,62.0,QUEENS MIDTOWN EXPRESSWAY,58 AVENUE,80 STREET,,,,,,,
540,57099169,2023-03-21T23:04:14.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10019.0,714 9 AVENUE,9 AVENUE,WEST   48 STREET,WEST   49 STREET,ADDRESS,NEW YORK,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-03-21T23:12:41.000,04 MANHATTAN,1010390062.0,MANHATTAN,987151.0,217142.0,PHONE,Unspecified,MANHATTAN,40.76268059740342,-73.989527836782,"{'latitude': '40.76268059740342', 'longitude': '-73.989527836782', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12081.0,12.0,4.0,10.0,10.0,WEST   48 STREET,WEST   49 STREET,9 AVENUE,2023-03-21T23:12:35.000,,,,,,
541,57099238,2023-03-21T23:04:05.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10003.0,310 EAST   14 STREET,EAST   14 STREET,2 AVENUE,1 AVENUE,ADDRESS,NEW YORK,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-03-21T23:22:59.000,03 MANHATTAN,1004550005.0,MANHATTAN,988562.0,206012.0,ONLINE,Unspecified,MANHATTAN,40.73213096963976,-73.98444148029249,"{'latitude': '40.73213096963976', 'longitude': '-73.98444148029249', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11724.0,70.0,4.0,50.0,5.0,2 AVENUE,1 AVENUE,EAST   14 STREET,2023-03-21T23:22:54.000,,,,,,
542,57106219,2023-03-21T23:04:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11236.0,,,,,INTERSECTION,BROOKLYN,,Open,,,18 BROOKLYN,,BROOKLYN,1014866.0,170207.0,UNKNOWN,Unspecified,BROOKLYN,40.63380255460564,-73.88969436313862,"{'latitude': '40.63380255460564', 'longitude': '-73.88969436313862', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13827.0,5.0,2.0,8.0,42.0,SEAVIEW AVENUE,ROCKAWAY PARKWAY,,,,,,,,
543,57099270,2023-03-21T23:03:56.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11419.0,95-23 129 STREET,129 STREET,95 AVENUE,97 AVENUE,ADDRESS,SOUTH RICHMOND HILL,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-03-22T01:49:00.000,09 QUEENS,4094710038.0,QUEENS,1034353.0,192312.0,ONLINE,Unspecified,QUEENS,40.69438696168278,-73.81932101887259,"{'latitude': '40.69438696168278', 'longitude': '-73.81932101887259', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",24015.0,46.0,3.0,46.0,60.0,95 AVENUE,97 AVENUE,129 STREET,2023-03-22T01:48:52.000,,,,,,
544,57103452,2023-03-21T23:03:17.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10468.0,2710 MORRIS AVENUE,MORRIS AVENUE,,,ADDRESS,BRONX,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-03-21T00:00:00.000,07 BRONX,2033160020.0,BRONX,1013124.0,255501.0,ONLINE,Unspecified,BRONX,40.8679185556592,-73.89560433136421,"{'latitude': '40.8679185556592', 'longitude': '-73.89560433136421', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11606.0,24.0,5.0,29.0,34.0,,,,,,,,,,
545,57101505,2023-03-21T23:03:17.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10468.0,2710 MORRIS AVENUE,MORRIS AVENUE,,,ADDRESS,BRONX,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-03-21T00:00:00.000,07 BRONX,2033160020.0,BRONX,1013124.0,255501.0,ONLINE,Unspecified,BRONX,40.8679185556592,-73.89560433136421,"{'latitude': '40.8679185556592', 'longitude': '-73.89560433136421', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11606.0,24.0,5.0,29.0,34.0,,,,,,,,,,
546,57107884,2023-03-21T23:03:17.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11206.0,94 HART STREET,HART STREET,MARCY AVENUE,TOMPKINS AVENUE,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-03-21T23:56:56.000,03 BROOKLYN,3017710015.0,BROOKLYN,998717.0,191858.0,ONLINE,Unspecified,BROOKLYN,40.69327083873278,-73.94783072141308,"{'latitude': '40.69327083873278', 'longitude': '-73.94783072141308', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17213.0,69.0,2.0,49.0,51.0,MARCY AVENUE,TOMPKINS AVENUE,HART STREET,2023-03-21T23:56:49.000,,,,,,
547,57102537,2023-03-21T23:03:17.000,HPD,Department of Housing Preservation and Development,SAFETY,FIRE ESCAPE,RESIDENTIAL BUILDING,10468.0,2710 MORRIS AVENUE,MORRIS AVENUE,,,ADDRESS,BRONX,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-03-21T00:00:00.000,07 BRONX,2033160020.0,BRONX,1013124.0,255501.0,ONLINE,Unspecified,BRONX,40.8679185556592,-73.89560433136421,"{'latitude': '40.8679185556592', 'longitude': '-73.89560433136421', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11606.0,24.0,5.0,29.0,34.0,,,,,,,,,,
548,57099945,2023-03-21T23:03:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,,,,,,INTERSECTION,,N/A,Assigned,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-03-22T00:05:00.000,Unspecified QUEENS,,QUEENS,,,UNKNOWN,Unspecified,QUEENS,,,,,,,,,ATLANTIC AVE,VAN WYCK EXPY SVR W,,2023-03-22T00:05:00.000,,,,,,
549,57106395,2023-03-21T23:02:48.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11230.0,1170 OCEAN AVENUE,OCEAN AVENUE,,,ADDRESS,BROOKLYN,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-03-21T00:00:00.000,14 BROOKLYN,3052400017.0,BROOKLYN,995923.0,170222.0,MOBILE,Unspecified,BROOKLYN,40.633888944680244,-73.95794358913294,"{'latitude': '40.633888944680244', 'longitude': '-73.95794358913294', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13513.0,60.0,2.0,26.0,43.0,,,,,,,,,,
550,57105902,2023-03-21T23:02:44.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11212.0,7 HEGEMAN AVENUE,HEGEMAN AVENUE,,,ADDRESS,BROOKLYN,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-03-21T00:00:00.000,16 BROOKLYN,3036210001.0,BROOKLYN,1008705.0,178138.0,PHONE,Unspecified,BROOKLYN,40.65559058142622,-73.91186291184383,"{'latitude': '40.65559058142622', 'longitude': '-73.91186291184383', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17614.0,55.0,2.0,25.0,46.0,,,,,,,,,,
551,57104387,2023-03-21T23:02:41.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11375.0,103-26 68 ROAD,68 ROAD,QUEENS BOULEVARD,YELLOWSTONE BOULEVARD,ADDRESS,FOREST HILLS,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-03-21T23:08:09.000,06 QUEENS,4021380011.0,QUEENS,1025974.0,203562.0,MOBILE,Unspecified,QUEENS,40.72530896757748,-73.84946717556372,"{'latitude': '40.72530896757748', 'longitude': '-73.84946717556372', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14786.0,40.0,3.0,28.0,70.0,QUEENS BOULEVARD,YELLOWSTONE BOULEVARD,68 ROAD,2023-03-21T23:08:04.000,,,,,,
552,57100301,2023-03-21T23:02:34.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11236.0,1035 EAST   86 STREET,EAST   86 STREET,AVENUE J,AVENUE K,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-03-22T00:01:31.000,18 BROOKLYN,3080387502.0,BROOKLYN,1010278.0,170992.0,MOBILE,Unspecified,BROOKLYN,40.63597188103576,-73.9062213144355,"{'latitude': '40.63597188103576', 'longitude': '-73.9062213144355', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13827.0,5.0,2.0,8.0,42.0,AVENUE J,AVENUE K,EAST   86 STREET,2023-03-22T00:01:23.000,,,,,,
553,57106154,2023-03-21T23:02:32.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10468.0,2856 WEBB AVENUE,WEBB AVENUE,,,ADDRESS,BRONX,,Open,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-03-21T00:00:00.000,08 BRONX,2032500071.0,BRONX,1011734.0,257483.0,ONLINE,Unspecified,BRONX,40.87336297316026,-73.90062182502744,"{'latitude': '40.87336297316026', 'longitude': '-73.90062182502744', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11606.0,48.0,5.0,29.0,33.0,,,,,,,,,,
554,57101872,2023-03-21T23:02:29.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11375.0,103-26 68 ROAD,68 ROAD,QUEENS BOULEVARD,YELLOWSTONE BOULEVARD,ADDRESS,FOREST HILLS,,Closed,The Police Department issued a summons in response to the complaint.,2023-03-22T00:12:53.000,06 QUEENS,4021380011.0,QUEENS,1025974.0,203562.0,MOBILE,Unspecified,QUEENS,40.72530896757748,-73.84946717556372,"{'latitude': '40.72530896757748', 'longitude': '-73.84946717556372', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14786.0,40.0,3.0,28.0,70.0,QUEENS BOULEVARD,YELLOWSTONE BOULEVARD,68 ROAD,2023-03-22T00:12:48.000,,,,,,
555,57100920,2023-03-21T23:02:29.000,HPD,Department of Housing Preservation and Development,ELECTRIC,POWER OUTAGE,RESIDENTIAL BUILDING,10452.0,1006 GERARD AVENUE,GERARD AVENUE,,,ADDRESS,BRONX,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-03-21T00:00:00.000,04 BRONX,2024770001.0,BRONX,1005543.0,241930.0,PHONE,Unspecified,BRONX,40.8306917289719,-73.92305697116862,"{'latitude': '40.8306917289719', 'longitude': '-73.92305697116862', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10930.0,50.0,5.0,35.0,27.0,,,,,,,,,,
556,57106080,2023-03-21T23:02:17.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11225.0,2101 WESTBURY COURT,WESTBURY COURT,,,ADDRESS,BROOKLYN,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-03-21T00:00:00.000,09 BROOKLYN,3050260235.0,BROOKLYN,995153.0,178528.0,MOBILE,Unspecified,BROOKLYN,40.65668810226277,-73.96070438144623,"{'latitude': '40.65668810226277', 'longitude': '-73.96070438144623', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13509.0,17.0,2.0,11.0,44.0,,,,,,,,,,
557,57102009,2023-03-21T23:01:52.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11414.0,156-41 80 STREET,80 STREET,156 AVENUE,157 AVENUE,ADDRESS,HOWARD BEACH,,Closed,The Police Department issued a summons in response to the complaint.,2023-03-22T00:51:50.000,10 QUEENS,4139430001.0,QUEENS,1024981.0,180402.0,ONLINE,Unspecified,QUEENS,40.661744847672466,-73.85318977653598,"{'latitude': '40.661744847672466', 'longitude': '-73.85318977653598', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",15314.0,62.0,3.0,41.0,64.0,156 AVENUE,157 AVENUE,80 STREET,2023-03-22T00:51:45.000,,,,,,
558,57102087,2023-03-21T23:01:08.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11204.0,1529 DAHILL ROAD,DAHILL ROAD,64 STREET,65 STREET,ADDRESS,BROOKLYN,,In Progress,,2023-03-22T02:55:09.000,11 BROOKLYN,3066070066.0,BROOKLYN,991376.0,161637.0,ONLINE,Unspecified,BROOKLYN,40.6103297381709,-73.97433494275558,"{'latitude': '40.6103297381709', 'longitude': '-73.97433494275558', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",16867.0,1.0,2.0,18.0,37.0,64 STREET,65 STREET,DAHILL ROAD,,,,,,,
559,57099588,2023-03-21T23:01:08.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11378.0,60-24 56 ROAD,56 ROAD,60 STREET,61 STREET,ADDRESS,MASPETH,,In Progress,,,05 QUEENS,4027040064.0,QUEENS,1010402.0,203235.0,MOBILE,Unspecified,QUEENS,40.7244711757953,-73.90564941620535,"{'latitude': '40.7244711757953', 'longitude': '-73.90564941620535', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14788.0,54.0,3.0,34.0,62.0,60 STREET,61 STREET,56 ROAD,,,,,,,
560,57104971,2023-03-21T23:01:07.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10467.0,2855 BARKER AVENUE,BARKER AVENUE,BRITTON STREET,ARNOW AVENUE,ADDRESS,BRONX,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-03-22T00:23:04.000,11 BRONX,2045060040.0,BRONX,1020422.0,255316.0,PHONE,Unspecified,BRONX,40.86738389860949,-73.86921901109189,"{'latitude': '40.86738389860949', 'longitude': '-73.86921901109189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11605.0,59.0,5.0,22.0,32.0,BRITTON STREET,ARNOW AVENUE,BARKER AVENUE,2023-03-22T00:22:56.000,,,,,,
